Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9640480436739262
1,0.9332889947410111
2,0.8780920303954837
3,0.8672215444228686
4,0.8461939742551088
5,0.845244031597805
6,0.8439439492177634
7,0.8431256367656127
8,0.8198562172202509
9,0.8162946161672553
10,0.7984191201217713
11,0.7803158693130381
12,0.7614069763924894
13,0.7441193456411825
14,0.7432706250056794
15,0.7356490217043425
16,0.7345145256577652
17,0.7153832495942013
18,0.7156126260130131
19,0.7165557783316333
20,0.7000907965988448
21,0.6994072889472435
22,0.6972917708129855
23,0.6565021825332354
24,0.5868686689121632
25,0.577277026702038
26,0.5211802110576741
27,0.47795743892735165
28,0.4748278354280001
29,0.4639496814974726
30,0.46259222145388906
31,0.4625499633195672
32,0.43919301242811687
33,0.4407258826473024
34,0.43318751189527005
35,0.4308563710553749
36,0.4308364036686544
37,0.3852834233645333
38,0.38067583377418496
39,0.37828209921179945
40,0.37780452049912017
41,0.35929347869692774
42,0.35476302921127434
43,0.3482928432597227
44,0.3474457477080011
45,0.3331256527198606
46,0.3270796656513212
47,0.3272678613556324
48,0.2867968181446778
49,0.28592532182417296
50,0.28682370123071294
51,0.28669485843607334
52,0.28605556469470195
53,0.2841053294629711
54,0.28068805795319285
55,0.27952078301972594
56,0.27974948911141617
57,0.278924184613115
58,0.27844770140264324
59,0.2782251749034642
60,0.276879653798184
61,0.2763587802323395
62,0.22607155093222278
63,0.22375501577488338
64,0.21439453707835548
65,0.21151257082551309
66,0.20987346117103986
67,0.20756764771298855
68,0.20741713267132994
69,0.20917587266484775
70,0.2039359445332356
71,0.19641939552655532
72,0.19705171921693937
73,0.19741414798642937
74,0.1979579260228908
75,0.19612575085935025
76,0.19604953445657572
77,0.1901296322038901
78,0.19015479619124426
79,0.18508004674749995
80,0.18505705113681578
81,0.1837463653456461
82,0.18396039459676555
83,0.17780457080483442
84,0.1773724888601959
85,0.1776110143727081
86,0.17743830946192168
87,0.16886105515087962
88,0.17069084295718168
89,0.17118118721832568
90,0.1698067759223676
91,0.16980323679280587
92,0.16918953312685478
93,0.16798536161608252
94,0.16890748079895637
95,0.16937653004535802
96,0.16806015577610192
97,0.1675926273593113
98,0.1691415998752189
99,0.1693214778827202
100,0.1693837589326991
101,0.16941328185231436
102,0.16951770503026972
103,0.17123478943635653
104,0.16816097982478995
105,0.1682122956378378
106,0.16640761020110578
107,0.16641645198532826
108,0.16635762871468246
109,0.16396068286924093
110,0.16396695817314438
111,0.16385519769570042
112,0.16018991971826604
113,0.15970413698424207
114,0.1599650786789551
115,0.15985993748671373
116,0.15668057247732622
117,0.15474278780912576
118,0.15082295937249945
119,0.15078073616432747
120,0.1516103419337592
121,0.15166036618149542
122,0.1516174633635778
123,0.1511130811945754
124,0.15100405997443794
125,0.1511249370420384
126,0.15105137052625567
127,0.15045483599163148
128,0.15119750859621572
129,0.14883241084600818
130,0.1483370621470799
131,0.14851943930937694
132,0.14951889787242806
133,0.1495024446537909
134,0.1505477279972279
135,0.15049638890492795
136,0.15219510173698295
137,0.1520992974087673
138,0.15191651131433764
139,0.15259106356230012
140,0.1526417388034089
141,0.1507137734527661
142,0.15072286787235528
143,0.1506499673368386
144,0.15065144650830126
145,0.15070791786518659
146,0.15096043012769508
147,0.15066004427350627
148,0.14642176832236342
149,0.14670839350990897
150,0.14737860014624962
151,0.14773112980995246
152,0.1455908740861171
153,0.14424078567824014
154,0.14342862636205644
155,0.144611826017841
156,0.1448238338278093
157,0.14485587243699466
158,0.14460079482243637
159,0.14489506284568346
160,0.14269010286403028
161,0.14328884469045405
162,0.14326030301603188
163,0.14108676420146568
164,0.14109480536661048
165,0.141066757162509
166,0.14030050498288332
167,0.1403114604185313
168,0.14030000659942846
169,0.13804011313905304
170,0.1388880844248393
171,0.13928977281143975
172,0.13927066373523067
173,0.13919197521486867
174,0.13921488451044692
175,0.1387097387370108
176,0.13607429994940623
177,0.13595162397214416
178,0.13505212971942385
179,0.13505076822402526
180,0.13505474439209722
181,0.1342304882922563
182,0.13423124156377564
183,0.13316559497701363
184,0.1312054261806754
185,0.13025429377364856
186,0.13020681703665865
187,0.12837480054336803
188,0.12868403955636282
189,0.12868172209398043
190,0.12812688721209328
191,0.12806621576098504
192,0.1284027493656122
193,0.12971574560921054
194,0.1311388171029807
195,0.13134124306251296
196,0.13236709931198468
197,0.1327291593079119
198,0.13212141520419388
199,0.13173081358326771
